,Brand ,Model ,Price 
1001,ESP,LTD SN 1000 FRM PW B-Stock,829 €
1002,Ibanez,SA360NQM-SPB B-Stock,435 €
1003,Ibanez,JIVA 10-DSB,1.299 €
1004,PRS,John Mayer Silver Sky Midnight,2.699 €
1005,Jackson,Pro Mod. DK Ash HT6 Baked Wh.,1.249 €
1006,Suhr,Classic S Anitque HSS MN SG,3.077 €
1007,Suhr,Pete Thorn Signature GRM,3.798 €
1008,Music Man,Dustin Kensrue StingRay DSTB,3.299 €
1009,Suhr,Modern Plus PF HSH BNGB,3.449 €
1010,BC Rich,Shredzilla Prophecy ET Bundle,2.020 €
1011,BC Rich,Shredzilla Prophercy ET Bundle,2.020 €
1012,Harley Benton,CST-24 Paradise Flame Bundle,389 €
1013,BC Rich,Shredzilla Prophecy Archtop BC,1.699 €
1014,Fender,60 Strat ALPB Relic,4.198 €
1015,Fender,El Diablo Strat Black Paisley,4.204 €
1016,BC Rich,Shredzilla Extreme Exotic SM,1.569 €
1017,Xotic Guitars,XSC-1 SFG RW Medium Aged,3.289 €
1018,Pensa,MK90 Blue Ice Metallic,6.849 €
1019,BC Rich,Shredzilla Prophecy Archtop BK,1.699 €
1020,Schecter,Banshee Mach-6 FOB,1.744 €
1021,Fender,56 Strat FTAH Relic MBCL,6.699 €
1022,Ibanez,RG6PKAG-NTF,1.599 €
1023,Fender,62 Strat NOS MN 3CS,3.598 €
1024,Fender,56 Strat AVW Heavy Relic,4.499 €
1025,Solar Guitars,SB1.6HFSB Flame Solar Burst,925 €
1026,PRS,Custom 22 BW,3.698 €
1027,BC Rich,Gunslinger II Prophecy FR OR,999 €
1028,Dean Guitars,Exile SL Multiscale 6 K SNBB,2.299 €
1029,Fender,57 Strat DB Heavy Relic,3.998 €
1030,Jackson,SL2H Soloist BLK,3.390 €
1031,Harley Benton,Amarok-6 EGNT Quilted  B-Stock,365 €
1032,Fender,55 Strat Surf Green Hvy MBKM,6.498 €
1033,Legator,N6P-Flamingo,599 €
1034,Suhr,Classic S ST HSS RW OW,2.899 €
1035,BC Rich,Shredzilla Extreme Exot Bundle,1.890 €
1036,PRS,Custom 24 35th Anniv. FW,4.298 €
1037,Jackson,SL1 Soloist BLK USA,3.390 €
1038,Ibanez,GSA60-BS B-Stock,175 €
1039,Fender,57 Strat Black Heavy Relic,3.998 €
1040,Schecter,C-1 SLS Elite FR AFB,1.438 €
1041,Solar Guitars,A1.6Vinter Pearl White Matte,1.299 €
1042,BC Rich,Shredzilla Exotic FR RE Bundle,1.970 €
1043,BC Rich,Shredzilla Pro Archtop Bundle,1.970 €
1044,Jackson,Pro DK2 Ash Dinky Baked White,1.179 €
1045,Ibanez,GRG121DX-WNF B-Stock,177 €
1046,BC Rich,Shredzilla Z6 Pro Ex FR Bundle,2.020 €
1047,BC Rich,Shredzilla Prophecy Arc Bundle,2.020 €
1048,Fender,63 Strat Gold Bound Relic,4.698 €
1049,Solar Guitars,AB 1.6G Antique Gold Matte,1.025 €
1050,BC Rich,Shredzilla Extreme Exotic PH,1.569 €
1051,Jackson,Misha Mansoor HT6 Laguna Burst,3.180 €
1052,Fender,Founder Design Strat Kendrick,6.155 €
1053,Ibanez,GRG131DX-WH B-Stock,185 €
1054,PRS,S2 Singlecut Standard FGM,1.644 €
1055,Fender,62 Strat CC Mahogany Natural,3.798 €
1056,PRS,Custom 24 10 Top TG,4.599 €
1057,Jackson,PC-1 Phil Collen USA AUNatural,2.998 €
1058,Framus,Masterbuilt Diablo II Supreme,4.822 €
1059,Music Man,John Petrucci Majesty 7 BH,4.298 €
1060,Fender,56 Strat Desert Sand Relic,3.590 €
1061,Fender,64 Strat ASNB Heavy Relic,4.398 €
1062,Solar Guitars,AB 1.6FRCAR Candy Apple Red,925 €
1063,Jackson,Pro Dinky DK Mod. HT6 MS SWH,1.449 €
1064,Suhr,Standard Plus HSS PF HAB,3.449 €
1065,Suhr,Standard Plus HSS PF BB,3.449 €
1066,Ibanez,JS240PS-CA,1.598 €
1067,Music Man,Petrucci JP15 7 Quilt TBB,3.999 €
1068,PRS,Custom 22 FR,3.999 €
1069,PRS,Custom 22 TG,3.998 €
1070,Ibanez,AZ2204N-AWD,1.999 €
1071,Music Man,John Petrucci JPXI 7,3.590 €
1072,Fender,60 Strat TSP CAR Relic,3.590 €
1073,Ibanez,R9441F22G5-30E,6.399 €
1074,Schecter,Keith Merrow KM-6 MK-III TBB S,899 €
1075,Suhr,Classic S ST HSS RW SG,2.899 €
1076,PRS,S2 Standard 24 Diamond Black,1.538 €
1077,Macmull Guitars,S-Classic Sunburst MN,5.644 €
1078,Solar Guitars,A1.6FRB Black Gloss,969 €
1079,Fender,57 Strat Surf Green NOS,3.490 €
1080,Suhr,Classic S ST HSS MN SB,2.899 €
1081,Macmull Guitars,S-Classic Lake Placid RW,4.512 €
1082,Fender,65 Strat ADB Sparkle Relic,5.099 €
1083,Suhr,Scott Henderson SFG,3.799 €
1084,Music Man,John Petrucci Majesty 7 PS,4.299 €
1085,Fender,60s Strat HSH CFM Heavy Relic,3.998 €
1086,Fender,63 Strat FMT HSS TGT Relic,4.399 €
1087,Xotic Guitars,XSC-AH Allen Hinds LPBo3TSB,3.590 €
1088,BC Rich,Shredzilla Pro Archtop Bundle,1.970 €
1089,PRS,Custom 22 Piezo ED,4.399 €
1090,ESP,LTD KH WZ,1.538 €
1091,Schecter,Keith Merrow KM-6 MK-III TBB,1.846 €
1092,Friedman,Vintage-S ARDB3TVH+SS,3.489 €
1093,Suhr,Standard Plus HSS PF BBL,3.449 €
1094,PRS,Custom 24 10 Top CC,5.018 €
1095,Ibanez,RG5170G-SVF,2.099 €
1096,Fender,58 Strat Special C3SB Relic,4.298 €
1097,PRS,S2 Custom 24 Birds GM,1.744 €
1098,BC Rich,Shredzilla Extreme Exot Bundle,1.890 €
1099,BC Rich,Shredzilla Extreme Exot Bundle,1.890 €
1100,Schecter,Apocalypse Avenger FR S BR,1.490 €
1101,PRS,McCarty CB,4.298 €
1102,Jackson,Soloist SL2Q Trans Black USA,4.299 €
1103,Macmull Guitars,S-Classic RW 3 Tone Sunburst,4.411 €
1104,Fender,57 Strat DNB NOS,3.490 €
1105,BC Rich,Shredzilla Extreme Exot Bundle,1.890 €
1106,Fender,65 Strat Bound 3TSB Relic,3.898 €
1107,Solar Guitars,A2.6 FRW,769 €
1108,Fender,63 Strat FMT HSS AVB Relic,4.399 €
1109,Jackson,Soloist SL2 FMT Natural USA,3.590 €
1110,PRS,Custom 24 35th Anniv. BW,4.299 €
1111,Fender,60 Strat ASGM Relic LTD,4.099 €
1112,BC Rich,Shredzilla Extreme Exot Bundle,1.890 €
1113,Fender,Robin Trower Tribute Strat,4.411 €
1114,Fender,65 Strat Hardtail AFMG Relic,3.998 €
1115,Fender,60 Strat GFY Heavy Relic MBKM,6.698 €
1116,Fender,60 Strat ABBM Relic LTD,4.099 €
1117,Fender,64 Strat AAZG Heavy Relic,4.398 €
1118,Xotic Guitars,XSC-1 MN Vintage White,3.279 €
1119,Fender,American Custom Strat SBT RW,3.798 €
1120,BC Rich,Shredzilla Prophecy Arc Bundle,2.020 €
1121,PRS,Custom 22 Piezo FW,4.401 €
1122,Fender,61 Strat ACS Sparkle Relic,4.512 €
1123,Ibanez,AZ2204N-BK,1.999 €
1124,Fender,68 Strat 3TS RW Relic,3.798 €
1125,Fender,57 Strat SFG NOS,3.490 €
1126,BC Rich,Shredzilla Prophecy Arc Bundle,2.020 €
1127,Framus,Masterbuilt Diablo II Supreme,4.925 €
1128,Ibanez,JCRG2001-UND,7.189 €
1129,Fender,58 Strat Special SFSGM Relic,4.298 €
1130,Jackson,Soloist SL2Q Trans Blue USA,4.399 €
1131,Fender,60s Strat HSH LPB Heavy Relic,3.998 €
1132,Fender,56 Strat LPB Relic,3.590 €
1133,Xotic Guitars,XSC PRO-2 Lake Placid Blue,2.975 €
1134,Fender,56 Strat 2TS Relic,3.798 €
1135,Solar Guitars,SB1.6FOB Flame Ocean Blue,1.077 €
1136,PRS,Custom 22 Piezo CB,4.401 €
1137,Jackson,Soloist SL2 Blackened USA,4.399 €
1138,PRS,Custom 24 DS,3.898 €
1139,PRS,408 Trem FW,3.898 €
1140,Ibanez,S561-SFGM,429 €
1141,Legator,N6OD-AP,1.129 €
1142,Knaggs,Severn T1 Trem Forest Green,5.129 €
1143,Harley Benton,ST-62CC RW Inca Silver B-Stock,139 €
1144,Ibanez,JBM10FX-PWM,922 €
1145,Knaggs,Severn X Green Sparkle Trem HH,4.299 €
1146,PRS,Custom 22 DCS,3.998 €
1147,Ibanez,JCRG2001-SAL,7.189 €
1148,LSL,Saticoy CV Special VW,3.077 €
1149,Suhr,Classic S ST SSS RW 3TS,2.909 €
1150,Framus,Teambuilt Diablo II Progressiv,2.280 €
1151,Fender,50s Strat ASFG Sparkle Relic,3.698 €
1152,Fender,60 Strat AAZ Relic,4.198 €
1153,Jackson,SL1 Soloist SWH,3.390 €
1154,Friedman,CALI-AMCGHH+,2.998 €
1155,Xotic Guitars,XSC-1 SP RW Heavy Aged B-Stock,2.599 €
1156,LSL,Saticoy One EFoam Green Aged,2.549 €
1157,Jackson,Dinky DK1 Black USA,2.949 €
1158,Jackson,PC-1 Phil Collen LTD BLK USA,5.099 €
1159,Jackson,Misha Mansoor HT6 Red,3.077 €
1160,Jackson,Misha Mansoor HT7 Silver,3.077 €
1161,Ibanez,JCRG2002-SLH J. Custom,7.189 €
1162,Fender,63 Strat HSS BLK Relic MBPW,7.598 €
1163,Maybach,Stradovari S61 Black W Guard A,1.929 €
1164,Jackson,Misha Mansoor HT6 Silver,3.029 €
1165,PRS,Custom 24 35th Anniv. MT,4.298 €
1166,PRS,Custom 24/08 TG,3.999 €
1167,PRS,Custom 22 MS,3.999 €
1168,PRS,Custom 24 35th Anniv. TG,4.298 €
1169,Xotic Guitars,XSC-1 LPB MN Heavy Aged,3.179 €
1170,Xotic Guitars,XSC-1 SFG MN Medium Aged,3.179 €
1171,Ibanez,JCRG2002-GNM J. Custom,7.189 €
1172,Legator,Ninja N6X Earth,1.644 €
1173,BC Rich,Shredzilla Prophecy ET BLK,1.438 €
1174,LSL,Saticoy One 2 Tone Burst Aged,2.549 €
1175,Framus,D-Series Diablo Pro NB B-Stock,649 €
1176,Xotic Guitars,XSC-1 FR MN Medium Aged,3.049 €
1177,Fender,69 Strat FMT Orange Burst MBGF,7.798 €
1178,LSL,Saticoy 3TSB Medium Aged,3.281 €
1179,Xotic Guitars,XSC-1 SB RW Medium Aged,3.077 €
1180,Xotic Guitars,XSC PRO-2 3 Tone Sunburst,2.975 €
1181,Schecter,Damien Platinum 6 FR SBK,925 €
1182,Xotic Guitars,XSC-1 RW 3TS Super Heavy Aged,2.998 €
1183,Knaggs,Severn X Trembuck T1 Charcoal,3.898 €
1184,Fender,56 Strat IS Heavy Relic,3.998 €
1185,Harley Benton,Fusion-II HH FR EB FBLB Bundle,364 €
1186,Pensa,MK 2 Quilt Top RW Amber,8.799 €
1187,PRS,Custom 24 Emerald,3.798 €
1188,LSL,Saticoy Roasted Pine 3TSB Ltd,3.398 €
1189,Xotic Guitars,XSC-2 DR RW Medium Aged,3.389 €
1190,Fender,Squier Bullet Strat BK B-Stock,119 €
1191,Xotic Guitars,Xotique XSC Green Sparkle,3.898 €
1192,Fender,56 Strat Roasted Walnut NOS,3.798 €
1193,Xotic Guitars,XSC-2019 Ltd,3.098 €
1194,Ibanez,RG1127PBFX-CIF Premium B-Stock,1.199 €
1195,Friedman,Vintage-S-AR3TBBWBH+SS-LA,3.489 €
1196,Suhr,John Suhr Signature Standard,4.399 €
1197,Xotic Guitars,XSC-1 CAR MN Heavy Aged,3.281 €
1198,Jackson,Dinky HH FR Snow White B-Stock,2.222 €
1199,BC Rich,Shredzilla Extreme Exo B-Stock,1.249 €
